YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,3,16,1,AS,20,N442AS,SEA,ORD,40,106.0,26.0,8.0,114.0,230.0,197.0,181.0,1721,615.0,8.0,630,623.0,-7.0,0,0,,,,,,
2015,3,16,1,HA,102,N481HA,HNL,ITO,500,455.0,-5.0,9.0,504.0,49.0,47.0,33.0,216,537.0,5.0,549,542.0,-7.0,0,0,,,,,,
2015,3,16,1,US,1982,N170US,DFW,CLT,505,504.0,-1.0,11.0,515.0,143.0,146.0,124.0,936,819.0,11.0,828,830.0,2.0,0,0,,,,,,
2015,3,16,1,US,819,N701UW,IAH,CLT,515,510.0,-5.0,13.0,523.0,139.0,139.0,121.0,912,824.0,5.0,834,829.0,-5.0,0,0,,,,,,
2015,3,16,1,US,1732,N754UW,BWI,CLT,515,509.0,-6.0,36.0,545.0,89.0,94.0,54.0,361,639.0,4.0,644,643.0,-1.0,0,0,,,,,,
2015,3,16,1,WN,534,N705SW,MDW,PHX,525,528.0,3.0,6.0,534.0,240.0,199.0,187.0,1444,641.0,6.0,725,647.0,-38.0,0,0,,,,,,
2015,3,16,1,WN,1981,N8322X,MHT,BWI,540,538.0,-2.0,11.0,549.0,115.0,92.0,64.0,377,653.0,17.0,735,710.0,-25.0,0,0,,,,,,
2015,3,16,1,AA,2299,N3HXAA,JFK,MIA,545,541.0,-4.0,18.0,559.0,189.0,157.0,134.0,1089,813.0,5.0,854,818.0,-36.0,0,0,,,,,,
2015,3,16,1,WN,4340,N795SW,ATL,DAL,545,544.0,-1.0,14.0,558.0,145.0,123.0,102.0,721,640.0,7.0,710,647.0,-23.0,0,0,,,,,,
2015,3,16,1,UA,1419,N35271,MIA,EWR,550,553.0,3.0,12.0,605.0,179.0,170.0,149.0,1085,834.0,9.0,849,843.0,-6.0,0,0,,,,,,
2015,3,17,2,DL,806,N592NW,SFO,MSP,15,10.0,-5.0,12.0,22.0,212.0,195.0,179.0,1589,521.0,4.0,547,525.0,-22.0,0,0,,,,,,
2015,3,17,2,US,794,N562UW,LAX,PHL,15,5.0,-10.0,20.0,25.0,301.0,291.0,269.0,2402,754.0,2.0,816,756.0,-20.0,0,0,,,,,,
2015,3,17,2,NK,168,N628NK,PHX,ORD,25,25.0,0.0,10.0,35.0,197.0,192.0,169.0,1440,524.0,13.0,542,537.0,-5.0,0,0,,,,,,
2015,3,17,2,AA,1234,N3LNAA,LAS,ORD,27,23.0,-4.0,14.0,37.0,203.0,195.0,174.0,1514,531.0,7.0,550,538.0,-12.0,0,0,,,,,,
2015,3,17,2,DL,1897,N371NW,SLC,DTW,30,26.0,-4.0,12.0,38.0,198.0,182.0,164.0,1481,522.0,6.0,548,528.0,-20.0,0,0,,,,,,
2015,3,17,2,AS,20,N626AS,SEA,ORD,40,37.0,-3.0,21.0,58.0,230.0,221.0,193.0,1721,611.0,7.0,630,618.0,-12.0,0,0,,,,,,
2015,3,17,2,HA,102,N488HA,HNL,ITO,500,455.0,-5.0,9.0,504.0,49.0,47.0,32.0,216,536.0,6.0,549,542.0,-7.0,0,0,,,,,,
2015,3,17,2,US,1982,N579UW,DFW,CLT,505,459.0,-6.0,19.0,518.0,143.0,154.0,116.0,936,814.0,19.0,828,833.0,5.0,0,0,,,,,,
2015,3,17,2,US,819,N105UW,IAH,CLT,515,507.0,-8.0,13.0,520.0,139.0,133.0,115.0,912,815.0,5.0,834,820.0,-14.0,0,0,,,,,,
2015,3,17,2,US,1732,N833AW,BWI,CLT,515,510.0,-5.0,12.0,522.0,89.0,72.0,55.0,361,617.0,5.0,644,622.0,-22.0,0,0,,,,,,
2015,3,17,2,WN,534,N470WN,MDW,PHX,525,522.0,-3.0,8.0,530.0,240.0,207.0,194.0,1444,644.0,5.0,725,649.0,-36.0,0,0,,,,,,
2015,3,17,2,WN,1981,N8659D,MHT,BWI,540,539.0,-1.0,15.0,554.0,115.0,93.0,74.0,377,708.0,4.0,735,712.0,-23.0,0,0,,,,,,
2015,3,17,2,AA,2299,N3KYAA,JFK,MIA,545,541.0,-4.0,17.0,558.0,189.0,180.0,146.0,1089,824.0,17.0,854,841.0,-13.0,0,0,,,,,,
2015,3,17,2,WN,4340,N385SW,ATL,DAL,545,545.0,0.0,29.0,614.0,145.0,145.0,111.0,721,705.0,5.0,710,710.0,0.0,0,0,,,,,,
2015,3,17,2,UA,1419,N36280,MIA,EWR,550,548.0,-2.0,11.0,559.0,179.0,173.0,149.0,1085,828.0,13.0,849,841.0,-8.0,0,0,,,,,,
2015,3,18,3,DL,806,N537US,SFO,MSP,15,10.0,-5.0,14.0,24.0,212.0,194.0,176.0,1589,520.0,4.0,547,524.0,-23.0,0,0,,,,,,
2015,3,18,3,US,794,N566UW,LAX,PHL,15,12.0,-3.0,18.0,30.0,301.0,290.0,266.0,2402,756.0,6.0,816,802.0,-14.0,0,0,,,,,,
2015,3,18,3,NK,168,N621NK,PHX,ORD,25,17.0,-8.0,10.0,27.0,197.0,194.0,173.0,1440,520.0,11.0,542,531.0,-11.0,0,0,,,,,,
2015,3,18,3,AA,1234,N3JLAA,LAS,ORD,27,29.0,2.0,13.0,42.0,203.0,200.0,178.0,1514,540.0,9.0,550,549.0,-1.0,0,0,,,,,,
2015,3,18,3,US,448,N191UW,SLC,CLT,30,25.0,-5.0,20.0,45.0,225.0,223.0,197.0,1727,602.0,6.0,615,608.0,-7.0,0,0,,,,,,
2015,3,18,3,AS,20,N459AS,SEA,ORD,40,34.0,-6.0,11.0,45.0,230.0,210.0,190.0,1721,555.0,9.0,630,604.0,-26.0,0,0,,,,,,
2015,3,18,3,HA,102,N489HA,HNL,ITO,500,500.0,0.0,11.0,511.0,49.0,56.0,40.0,216,551.0,5.0,549,556.0,7.0,0,0,,,,,,
2015,3,18,3,US,1982,N539UW,DFW,CLT,505,457.0,-8.0,11.0,508.0,143.0,142.0,116.0,936,804.0,15.0,828,819.0,-9.0,0,0,,,,,,
2015,3,18,3,US,819,N717UW,IAH,CLT,515,506.0,-9.0,14.0,520.0,139.0,136.0,112.0,912,812.0,10.0,834,822.0,-12.0,0,0,,,,,,
2015,3,18,3,US,1732,N812AW,BWI,CLT,515,511.0,-4.0,19.0,530.0,89.0,86.0,61.0,361,631.0,6.0,644,637.0,-7.0,0,0,,,,,,
2015,3,18,3,WN,534,N762SW,MDW,PHX,525,525.0,0.0,11.0,536.0,240.0,210.0,191.0,1444,647.0,8.0,725,655.0,-30.0,0,0,,,,,,
2015,3,18,3,WN,1981,N8639B,MHT,BWI,540,535.0,-5.0,10.0,545.0,115.0,83.0,69.0,377,654.0,4.0,735,658.0,-37.0,0,0,,,,,,
2015,3,18,3,AA,2299,N3ARAA,JFK,MIA,545,545.0,0.0,10.0,555.0,189.0,164.0,149.0,1089,824.0,5.0,854,829.0,-25.0,0,0,,,,,,
2015,3,18,3,WN,4340,N481WN,ATL,DAL,545,542.0,-3.0,14.0,556.0,145.0,129.0,109.0,721,645.0,6.0,710,651.0,-19.0,0,0,,,,,,
2015,3,18,3,UA,1419,N78285,MIA,EWR,550,542.0,-8.0,11.0,553.0,179.0,174.0,150.0,1085,823.0,13.0,849,836.0,-13.0,0,0,,,,,,
2015,3,19,4,AA,2336,N3FJAA,LAX,PBI,5,42.0,37.0,19.0,101.0,284.0,292.0,270.0,2330,831.0,3.0,749,834.0,45.0,0,0,,8.0,0.0,0.0,37.0,0.0
2015,3,19,4,DL,806,N582NW,SFO,MSP,15,20.0,5.0,12.0,32.0,212.0,197.0,183.0,1589,535.0,2.0,547,537.0,-10.0,0,0,,,,,,
2015,3,19,4,NK,168,N605NK,PHX,ORD,25,19.0,-6.0,16.0,35.0,197.0,191.0,160.0,1440,515.0,15.0,542,530.0,-12.0,0,0,,,,,,
2015,3,19,4,AA,1234,N3LFAA,LAS,ORD,27,27.0,0.0,10.0,37.0,203.0,193.0,176.0,1514,533.0,7.0,550,540.0,-10.0,0,0,,,,,,
2015,3,19,4,US,448,N567UW,SLC,CLT,30,32.0,2.0,12.0,44.0,225.0,226.0,203.0,1727,607.0,11.0,615,618.0,3.0,0,0,,,,,,
2015,3,19,4,AS,20,N433AS,SEA,ORD,40,141.0,61.0,14.0,155.0,230.0,221.0,194.0,1721,709.0,13.0,630,722.0,52.0,0,0,,0.0,0.0,52.0,0.0,0.0
2015,3,19,4,HA,102,N476HA,HNL,ITO,500,452.0,-8.0,8.0,500.0,49.0,48.0,34.0,216,534.0,6.0,549,540.0,-9.0,0,0,,,,,,
2015,3,19,4,US,1982,N181UW,DFW,CLT,505,455.0,-10.0,17.0,512.0,143.0,150.0,122.0,936,814.0,11.0,828,825.0,-3.0,0,0,,,,,,
2015,3,19,4,US,819,N725UW,IAH,CLT,515,504.0,-11.0,11.0,515.0,139.0,136.0,114.0,912,809.0,11.0,834,820.0,-14.0,0,0,,,,,,
2015,3,19,4,US,1732,N745VJ,BWI,CLT,515,510.0,-5.0,15.0,525.0,89.0,77.0,57.0,361,622.0,5.0,644,627.0,-17.0,0,0,,,,,,
2015,3,19,4,WN,534,N425LV,MDW,PHX,525,524.0,-1.0,9.0,533.0,240.0,214.0,199.0,1444,652.0,6.0,725,658.0,-27.0,0,0,,,,,,
2015,3,19,4,WN,1981,N8602F,MHT,BWI,540,537.0,-3.0,10.0,547.0,115.0,87.0,70.0,377,657.0,7.0,735,704.0,-31.0,0,0,,,,,,
2015,3,19,4,AA,2299,N3DFAA,JFK,MIA,545,547.0,2.0,20.0,607.0,189.0,180.0,147.0,1089,834.0,13.0,854,847.0,-7.0,0,0,,,,,,
2015,3,19,4,WN,4340,N450WN,ATL,DAL,545,544.0,-1.0,8.0,552.0,145.0,124.0,112.0,721,644.0,4.0,710,648.0,-22.0,0,0,,,,,,
2015,3,19,4,UA,1419,N79279,MIA,EWR,550,553.0,3.0,11.0,604.0,179.0,168.0,148.0,1085,832.0,9.0,849,841.0,-8.0,0,0,,,,,,
2015,3,20,5,AA,2336,N3JWAA,LAX,PBI,5,3.0,-2.0,23.0,26.0,284.0,300.0,272.0,2330,758.0,5.0,749,803.0,14.0,0,0,,,,,,
2015,3,20,5,DL,806,N582NW,SFO,MSP,15,26.0,11.0,15.0,41.0,212.0,211.0,192.0,1589,553.0,4.0,547,557.0,10.0,0,0,,,,,,
2015,3,20,5,NK,168,N636NK,PHX,ORD,25,18.0,-7.0,19.0,37.0,197.0,196.0,167.0,1440,524.0,10.0,542,534.0,-8.0,0,0,,,,,,
2015,3,20,5,AA,1234,N3BEAA,LAS,ORD,27,144.0,77.0,15.0,159.0,203.0,212.0,186.0,1514,705.0,11.0,550,716.0,86.0,0,0,,9.0,0.0,77.0,0.0,0.0
2015,3,20,5,DL,1897,N310NW,SLC,DTW,30,26.0,-4.0,33.0,59.0,198.0,212.0,173.0,1481,552.0,6.0,548,558.0,10.0,0,0,,,,,,
2015,3,20,5,AS,20,N323AS,SEA,ORD,40,42.0,2.0,8.0,50.0,230.0,226.0,205.0,1721,615.0,13.0,630,628.0,-2.0,0,0,,,,,,
2015,3,20,5,HA,102,N490HA,HNL,ITO,500,453.0,-7.0,8.0,501.0,49.0,48.0,34.0,216,535.0,6.0,549,541.0,-8.0,0,0,,,,,,
2015,3,20,5,US,1982,N180US,DFW,CLT,505,456.0,-9.0,19.0,515.0,143.0,140.0,111.0,936,806.0,10.0,828,816.0,-12.0,0,0,,,,,,
2015,3,20,5,US,819,N733UW,IAH,CLT,515,510.0,-5.0,10.0,520.0,139.0,131.0,111.0,912,811.0,10.0,834,821.0,-13.0,0,0,,,,,,
2015,3,20,5,US,1732,N814AW,BWI,CLT,515,512.0,-3.0,14.0,526.0,89.0,89.0,71.0,361,637.0,4.0,644,641.0,-3.0,0,0,,,,,,
2015,3,20,5,WN,534,N448WN,MDW,PHX,525,544.0,19.0,7.0,551.0,240.0,210.0,199.0,1444,710.0,4.0,725,714.0,-11.0,0,0,,,,,,
2015,3,20,5,WN,1981,N8660A,MHT,BWI,540,538.0,-2.0,10.0,548.0,115.0,91.0,73.0,377,701.0,8.0,735,709.0,-26.0,0,0,,,,,,
2015,3,20,5,AA,2299,N3ETAA,JFK,MIA,545,542.0,-3.0,20.0,602.0,189.0,170.0,144.0,1089,826.0,6.0,854,832.0,-22.0,0,0,,,,,,
2015,3,20,5,WN,4340,N490WN,ATL,DAL,545,545.0,0.0,8.0,553.0,145.0,132.0,116.0,721,649.0,8.0,710,657.0,-13.0,0,0,,,,,,
2015,3,20,5,UA,1419,N35271,MIA,EWR,550,548.0,-2.0,22.0,610.0,179.0,175.0,144.0,1085,834.0,9.0,849,843.0,-6.0,0,0,,,,,,
2015,3,21,6,AA,2400,N3AAAA,LAX,DFW,15,8.0,-7.0,15.0,23.0,173.0,171.0,151.0,1235,454.0,5.0,508,459.0,-9.0,0,0,,,,,,
2015,3,21,6,DL,806,N595NW,SFO,MSP,15,23.0,8.0,14.0,37.0,209.0,205.0,187.0,1589,544.0,4.0,544,548.0,4.0,0,0,,,,,,
2015,3,21,6,NK,168,N634NK,PHX,ORD,25,21.0,-4.0,11.0,32.0,197.0,194.0,164.0,1440,516.0,19.0,542,535.0,-7.0,0,0,,,,,,
2015,3,21,6,AA,1234,N3FNAA,LAS,ORD,27,22.0,-5.0,18.0,40.0,203.0,210.0,185.0,1514,545.0,7.0,550,552.0,2.0,0,0,,,,,,
2015,3,21,6,DL,1897,N331NW,SLC,DTW,30,30.0,0.0,15.0,45.0,196.0,197.0,176.0,1481,541.0,6.0,546,547.0,1.0,0,0,,,,,,
2015,3,21,6,AS,20,N471AS,SEA,ORD,40,58.0,18.0,15.0,113.0,230.0,222.0,201.0,1721,634.0,6.0,630,640.0,10.0,0,0,,,,,,
2015,3,21,6,HA,102,N488HA,HNL,ITO,500,457.0,-3.0,13.0,510.0,49.0,57.0,39.0,216,549.0,5.0,549,554.0,5.0,0,0,,,,,,
2015,3,21,6,US,819,N181UW,DFW,CLT,505,501.0,-4.0,12.0,513.0,143.0,134.0,111.0,936,804.0,11.0,828,815.0,-13.0,0,0,,,,,,
2015,3,21,6,US,1946,N711UW,IAH,CLT,515,532.0,17.0,17.0,549.0,139.0,136.0,111.0,912,840.0,8.0,834,848.0,14.0,0,0,,,,,,
2015,3,21,6,US,2061,N834AW,BWI,CLT,515,515.0,0.0,11.0,526.0,89.0,71.0,55.0,361,621.0,5.0,644,626.0,-18.0,0,0,,,,,,
2015,3,21,6,WN,2721,N939WN,MDW,RSW,540,540.0,0.0,9.0,549.0,170.0,145.0,132.0,1105,901.0,4.0,930,905.0,-25.0,0,0,,,,,,
2015,3,21,6,AA,2299,N3KHAA,JFK,MIA,545,547.0,2.0,40.0,627.0,189.0,192.0,145.0,1089,852.0,7.0,854,859.0,5.0,0,0,,,,,,
2015,3,21,6,US,658,N152UW,ATL,CLT,550,547.0,-3.0,17.0,604.0,66.0,69.0,46.0,226,650.0,6.0,656,656.0,0.0,0,0,,,,,,
2015,3,21,6,UA,1419,,MIA,EWR,550,,,,,179.0,,,1085,,,849,,,0,1,B,,,,,
2015,3,21,6,WN,2799,N8628A,MHT,TPA,555,554.0,-1.0,17.0,611.0,210.0,195.0,174.0,1204,905.0,4.0,925,909.0,-16.0,0,0,,,,,,
2015,3,22,7,AA,2336,N3BEAA,LAX,PBI,5,3.0,-2.0,24.0,27.0,284.0,291.0,262.0,2330,749.0,5.0,749,754.0,5.0,0,0,,,,,,
2015,3,22,7,US,1905,N585UW,SFO,CLT,25,33.0,8.0,12.0,45.0,286.0,277.0,253.0,2296,758.0,12.0,811,810.0,-1.0,0,0,,,,,,
2015,3,22,7,NK,168,N611NK,PHX,ORD,25,23.0,-2.0,12.0,35.0,197.0,190.0,170.0,1440,525.0,8.0,542,533.0,-9.0,0,0,,,,,,
2015,3,22,7,AA,1234,N3FSAA,LAS,ORD,27,22.0,-5.0,21.0,43.0,203.0,212.0,183.0,1514,546.0,8.0,550,554.0,4.0,0,0,,,,,,
2015,3,22,7,DL,1897,N549US,SLC,DTW,30,22.0,-8.0,17.0,39.0,198.0,194.0,167.0,1481,526.0,10.0,548,536.0,-12.0,0,0,,,,,,
2015,3,22,7,AS,20,N409AS,SEA,ORD,40,37.0,-3.0,10.0,47.0,230.0,217.0,199.0,1721,606.0,8.0,630,614.0,-16.0,0,0,,,,,,
2015,3,22,7,US,1982,N579UW,DFW,CLT,505,500.0,-5.0,11.0,511.0,143.0,136.0,106.0,936,757.0,19.0,828,816.0,-12.0,0,0,,,,,,
2015,3,22,7,HA,206,N476HA,HNL,OGG,505,502.0,-3.0,9.0,511.0,36.0,37.0,22.0,100,533.0,6.0,541,539.0,-2.0,0,0,,,,,,
2015,3,22,7,US,1931,N803AW,IAH,CLT,515,522.0,7.0,27.0,549.0,139.0,136.0,105.0,912,834.0,4.0,834,838.0,4.0,0,0,,,,,,
2015,3,22,7,US,2061,N740UW,BWI,CLT,515,509.0,-6.0,8.0,517.0,89.0,67.0,56.0,361,613.0,3.0,644,616.0,-28.0,0,0,,,,,,
2015,3,22,7,WN,2247,N783SW,MDW,DCA,540,538.0,-2.0,17.0,555.0,105.0,101.0,79.0,601,814.0,5.0,825,819.0,-6.0,0,0,,,,,,
2015,3,22,7,WN,1981,N738CB,MHT,BWI,540,534.0,-6.0,13.0,547.0,115.0,93.0,76.0,377,703.0,4.0,735,707.0,-28.0,0,0,,,,,,
2015,3,22,7,AA,2299,N3CLAA,JFK,MIA,545,540.0,-5.0,19.0,559.0,189.0,180.0,153.0,1089,832.0,8.0,854,840.0,-14.0,0,0,,,,,,
2015,3,22,7,US,1980,N185UW,ATL,CLT,550,544.0,-6.0,12.0,556.0,66.0,62.0,43.0,226,639.0,7.0,656,646.0,-10.0,0,0,,,,,,
2015,3,22,7,AA,196,N3KFAA,MIA,PHL,600,558.0,-2.0,15.0,613.0,162.0,160.0,140.0,1013,833.0,5.0,842,838.0,-4.0,0,0,,,,,,
2015,3,23,1,AA,2336,N3BNAA,LAX,PBI,5,1.0,-4.0,17.0,18.0,284.0,282.0,261.0,2330,739.0,4.0,749,743.0,-6.0,0,0,,,,,,
2015,3,23,1,DL,806,N585NW,SFO,MSP,15,50.0,35.0,17.0,107.0,212.0,197.0,177.0,1589,604.0,3.0,547,607.0,20.0,0,0,,0.0,0.0,20.0,0.0,0.0
2015,3,23,1,NK,168,N620NK,PHX,ORD,25,23.0,-2.0,9.0,32.0,197.0,221.0,165.0,1440,517.0,47.0,542,604.0,22.0,0,0,,22.0,0.0,0.0,0.0,0.0
2015,3,23,1,AA,1234,N472AA,LAS,ORD,27,253.0,146.0,25.0,318.0,203.0,278.0,195.0,1514,833.0,58.0,550,931.0,221.0,0,0,,75.0,0.0,139.0,7.0,0.0
2015,3,23,1,DL,1897,N368NW,SLC,DTW,30,24.0,-6.0,18.0,42.0,198.0,194.0,169.0,1481,531.0,7.0,548,538.0,-10.0,0,0,,,,,,
2015,3,23,1,AS,20,N467AS,SEA,ORD,40,40.0,0.0,12.0,52.0,230.0,266.0,197.0,1721,609.0,57.0,630,706.0,36.0,0,0,,36.0,0.0,0.0,0.0,0.0
2015,3,23,1,HA,102,N487HA,HNL,ITO,500,457.0,-3.0,10.0,507.0,49.0,51.0,35.0,216,542.0,6.0,549,548.0,-1.0,0,0,,,,,,
2015,3,23,1,US,1982,N156UW,DFW,CLT,505,505.0,0.0,18.0,523.0,143.0,159.0,131.0,936,834.0,10.0,828,844.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
2015,3,23,1,US,819,N733UW,IAH,CLT,515,508.0,-7.0,14.0,522.0,139.0,131.0,107.0,912,809.0,10.0,834,819.0,-15.0,0,0,,,,,,
2015,3,23,1,US,1732,N801AW,BWI,CLT,515,515.0,0.0,2.0,517.0,89.0,73.0,65.0,361,622.0,6.0,644,628.0,-16.0,0,0,,,,,,
2015,3,23,1,WN,534,N709SW,MDW,PHX,525,524.0,-1.0,35.0,559.0,240.0,259.0,218.0,1444,737.0,6.0,725,743.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
2015,3,23,1,WN,1981,N8626B,MHT,BWI,540,537.0,-3.0,8.0,545.0,115.0,85.0,73.0,377,658.0,4.0,735,702.0,-33.0,0,0,,,,,,
2015,3,23,1,AA,2299,N3HDAA,JFK,MIA,545,540.0,-5.0,14.0,554.0,189.0,182.0,163.0,1089,837.0,5.0,854,842.0,-12.0,0,0,,,,,,
2015,3,23,1,WN,4340,N213WN,ATL,DAL,545,540.0,-5.0,11.0,551.0,145.0,126.0,109.0,721,640.0,6.0,710,646.0,-24.0,0,0,,,,,,
2015,3,23,1,UA,1419,N78524,MIA,EWR,550,550.0,0.0,9.0,559.0,179.0,158.0,139.0,1085,818.0,10.0,849,828.0,-21.0,0,0,,,,,,
2015,3,24,2,DL,806,N582NW,SFO,MSP,15,13.0,-2.0,18.0,31.0,212.0,203.0,180.0,1589,531.0,5.0,547,536.0,-11.0,0,0,,,,,,
2015,3,24,2,US,794,N174US,LAX,PHL,15,22.0,7.0,22.0,44.0,301.0,295.0,269.0,2402,813.0,4.0,816,817.0,1.0,0,0,,,,,,
2015,3,24,2,NK,168,N605NK,PHX,ORD,25,101.0,36.0,11.0,112.0,197.0,181.0,160.0,1440,552.0,10.0,542,602.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
2015,3,24,2,AA,1234,N3LXAA,LAS,ORD,27,134.0,67.0,13.0,147.0,203.0,204.0,179.0,1514,646.0,12.0,550,658.0,68.0,0,0,,1.0,0.0,67.0,0.0,0.0
2015,3,24,2,DL,1897,N317US,SLC,DTW,30,29.0,-1.0,25.0,54.0,198.0,201.0,170.0,1481,544.0,6.0,548,550.0,2.0,0,0,,,,,,
2015,3,24,2,AS,20,N581AS,SEA,ORD,40,102.0,22.0,9.0,111.0,230.0,217.0,198.0,1721,629.0,10.0,630,639.0,9.0,0,0,,,,,,
2015,3,24,2,HA,102,N493HA,HNL,ITO,500,453.0,-7.0,11.0,504.0,49.0,52.0,35.0,216,539.0,6.0,549,545.0,-4.0,0,0,,,,,,
2015,3,24,2,US,1982,N538UW,DFW,CLT,505,500.0,-5.0,14.0,514.0,143.0,141.0,116.0,936,810.0,11.0,828,821.0,-7.0,0,0,,,,,,
2015,3,24,2,US,819,N738US,IAH,CLT,515,508.0,-7.0,14.0,522.0,139.0,138.0,118.0,912,820.0,6.0,834,826.0,-8.0,0,0,,,,,,
2015,3,24,2,US,1732,N831AW,BWI,CLT,515,509.0,-6.0,14.0,523.0,89.0,83.0,61.0,361,624.0,8.0,644,632.0,-12.0,0,0,,,,,,
2015,3,24,2,WN,534,N7811F,MDW,PHX,525,525.0,0.0,13.0,538.0,240.0,224.0,202.0,1444,700.0,9.0,725,709.0,-16.0,0,0,,,,,,
2015,3,24,2,WN,1981,,MHT,BWI,540,,,,,115.0,,,377,,,735,,,0,1,A,,,,,
2015,3,24,2,AA,2299,N3EBAA,JFK,MIA,545,540.0,-5.0,14.0,554.0,189.0,183.0,161.0,1089,835.0,8.0,854,843.0,-11.0,0,0,,,,,,
2015,3,24,2,WN,4340,N948WN,ATL,DAL,545,542.0,-3.0,9.0,551.0,145.0,133.0,120.0,721,651.0,4.0,710,655.0,-15.0,0,0,,,,,,
2015,3,24,2,UA,1419,N87512,MIA,EWR,550,549.0,-1.0,9.0,558.0,179.0,166.0,147.0,1085,825.0,10.0,849,835.0,-14.0,0,0,,,,,,
2015,3,25,3,DL,806,N592NW,SFO,MSP,15,33.0,18.0,28.0,101.0,212.0,249.0,210.0,1589,631.0,11.0,547,642.0,55.0,0,0,,37.0,0.0,18.0,0.0,0.0
2015,3,25,3,US,794,N586UW,LAX,PHL,15,11.0,-4.0,22.0,33.0,301.0,300.0,274.0,2402,807.0,4.0,816,811.0,-5.0,0,0,,,,,,
2015,3,25,3,NK,168,N617NK,PHX,ORD,25,20.0,-5.0,9.0,29.0,197.0,194.0,178.0,1440,527.0,7.0,542,534.0,-8.0,0,0,,,,,,
2015,3,25,3,AA,1234,N3GVAA,LAS,ORD,27,24.0,-3.0,14.0,38.0,203.0,201.0,178.0,1514,536.0,9.0,550,545.0,-5.0,0,0,,,,,,
2015,3,25,3,US,448,N557UW,SLC,CLT,30,29.0,-1.0,18.0,47.0,225.0,220.0,194.0,1727,601.0,8.0,615,609.0,-6.0,0,0,,,,,,
2015,3,25,3,AS,20,N307AS,SEA,ORD,40,105.0,25.0,9.0,114.0,230.0,228.0,203.0,1721,637.0,16.0,630,653.0,23.0,0,0,,0.0,0.0,0.0,23.0,0.0
2015,3,25,3,HA,102,N490HA,HNL,ITO,500,455.0,-5.0,12.0,507.0,49.0,52.0,35.0,216,542.0,5.0,549,547.0,-2.0,0,0,,,,,,
2015,3,25,3,US,1982,N538UW,DFW,CLT,505,500.0,-5.0,15.0,515.0,143.0,133.0,109.0,936,804.0,9.0,828,813.0,-15.0,0,0,,,,,,
2015,3,25,3,US,819,N705UW,IAH,CLT,515,509.0,-6.0,10.0,519.0,139.0,132.0,115.0,912,814.0,7.0,834,821.0,-13.0,0,0,,,,,,
2015,3,25,3,US,1732,N806AW,BWI,CLT,515,515.0,0.0,32.0,547.0,89.0,98.0,60.0,361,647.0,6.0,644,653.0,9.0,0,0,,,,,,
2015,3,25,3,WN,534,N271LV,MDW,PHX,525,533.0,8.0,8.0,541.0,240.0,216.0,202.0,1444,703.0,6.0,725,709.0,-16.0,0,0,,,,,,
2015,3,25,3,WN,1981,N8617E,MHT,BWI,540,535.0,-5.0,9.0,544.0,115.0,81.0,64.0,377,648.0,8.0,735,656.0,-39.0,0,0,,,,,,
2015,3,25,3,AA,2299,N3BJAA,JFK,MIA,545,542.0,-3.0,16.0,558.0,189.0,186.0,166.0,1089,844.0,4.0,854,848.0,-6.0,0,0,,,,,,
2015,3,25,3,WN,4340,N287WN,ATL,DAL,545,542.0,-3.0,11.0,553.0,145.0,134.0,117.0,721,650.0,6.0,710,656.0,-14.0,0,0,,,,,,
2015,3,25,3,UA,1419,N37267,MIA,EWR,550,551.0,1.0,23.0,614.0,179.0,183.0,149.0,1085,843.0,11.0,849,854.0,5.0,0,0,,,,,,
2015,3,26,4,AA,2336,N3LEAA,LAX,PBI,5,36.0,31.0,17.0,53.0,284.0,296.0,275.0,2330,828.0,4.0,749,832.0,43.0,0,0,,12.0,0.0,0.0,31.0,0.0
2015,3,26,4,DL,806,N557NW,SFO,MSP,15,17.0,2.0,21.0,38.0,212.0,226.0,200.0,1589,558.0,5.0,547,603.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
2015,3,26,4,NK,168,N618NK,PHX,ORD,25,17.0,-8.0,12.0,29.0,197.0,200.0,179.0,1440,528.0,9.0,542,537.0,-5.0,0,0,,,,,,
2015,3,26,4,AA,1234,N3LHAA,LAS,ORD,27,19.0,-8.0,17.0,36.0,203.0,207.0,183.0,1514,539.0,7.0,550,546.0,-4.0,0,0,,,,,,
2015,3,26,4,US,448,N185UW,SLC,CLT,30,26.0,-4.0,14.0,40.0,225.0,252.0,235.0,1727,635.0,3.0,615,638.0,23.0,0,0,,23.0,0.0,0.0,0.0,0.0
